,crn,stn,cast,press,theta,sigma,temp,csal,coxy,dic,ph,alk,phos,nit,sil,doc
68382,249.0,2.0,6.0,45.7,23.041,24.201,23.0504,35.3686,214.1,2024.8,8.055,2334.0,0.08,0.03,1.16,72.15
68384,249.0,2.0,6.0,75.9,23.0093,24.226,23.0248,35.3891,213.6,2023.8,8.055,2329.0,0.08,0.03,1.1,69.32
68387,249.0,2.0,6.0,100.3,22.9964,24.23,23.0169,35.3895,212.0,2022.9,8.056,2334.0,0.09,0.02,1.1,70.49
68392,249.0,2.0,6.0,150.2,22.6119,24.315,22.6423,35.3556,208.1,2032.2,8.036,2332.0,0.11,0.11,1.21,66.49
68395,249.0,2.0,6.0,200.4,20.7666,24.786,20.8048,35.3,197.7,2056.4,7.982,2325.0,0.18,1.28,1.57,57.51
68588,250.0,2.0,3.0,2000.1,2.1048,27.654,2.2449,34.6138,85.2,2354.9,7.464,2412.0,2.8,39.42,146.26,37.37
68593,250.0,2.0,3.0,2999.7,1.3588,27.751,1.5772,34.6638,120.2,2345.8,7.527,2426.0,2.6,37.27,159.77,36.7
68601,250.0,2.0,3.0,4499.0,1.1158,27.786,1.4904,34.6869,151.4,2324.6,7.581,2420.0,2.43,35.12,150.31,37.38
68609,250.0,2.0,4.0,256.6,15.6762,25.479,15.7162,34.5551,201.4,2059.8,7.892,2270.0,0.44,5.74,6.64,51.09
68612,250.0,2.0,4.0,373.2,10.378,26.217,10.4224,34.1423,194.2,2114.3,7.741,2261.0,1.11,15.64,18.41,44.27
68615,250.0,2.0,4.0,482.9,8.173,26.577,8.223,34.1453,99.4,2213.7,7.505,2277.0,2.11,28.24,42.27,44.86
68617,250.0,2.0,4.0,580.2,6.6756,26.812,6.7295,34.1744,56.3,2263.4,7.399,2292.0,2.58,34.43,59.1,42.8
68627,250.0,2.0,4.0,1019.6,4.1717,27.365,4.2509,34.4927,40.7,2335.3,7.384,2365.0,2.95,41.21,105.73,38.3
68668,250.0,2.0,7.0,8.7,22.747,24.306,22.7488,35.395,214.4,2024.5,8.05,2333.0,0.09,0.02,1.25,72.54
68671,250.0,2.0,7.0,23.8,22.7294,24.308,22.7342,35.3908,213.7,2024.5,8.051,2335.0,0.08,0.03,1.25,72.93
68673,250.0,2.0,7.0,45.2,22.6965,24.317,22.7056,35.3904,214.0,2026.3,8.046,2336.0,0.09,0.03,1.25,70.59
68675,250.0,2.0,7.0,75.2,22.6089,24.373,22.6241,35.4314,215.5,2023.8,8.054,2339.0,0.06,0.02,1.22,70.39
68678,250.0,2.0,7.0,99.9,22.5309,24.395,22.5511,35.4311,214.9,2024.6,8.052,2334.0,0.04,0.02,1.23,67.85
68683,250.0,2.0,7.0,149.7,21.3586,24.601,21.3877,35.2693,207.4,2031.5,8.018,2319.0,0.07,0.57,1.75,61.03
68686,250.0,2.0,7.0,199.6,18.7412,25.029,18.7765,34.9237,199.0,2048.8,7.952,2297.0,0.22,2.53,2.95,56.75
68854,251.0,2.0,2.0,1999.8,2.0527,27.659,2.192,34.6145,85.8,2358.1,7.465,2415.0,2.79,39.52,149.7,37.09
68859,251.0,2.0,2.0,2999.8,1.3293,27.755,1.5471,34.6673,124.3,2344.9,7.534,2427.0,2.58,36.99,159.91,37.84
68867,251.0,2.0,2.0,4500.4,1.1152,27.786,1.4899,34.6871,152.3,2325.0,7.581,2420.0,2.46,35.5,150.09,38.16
68879,251.0,2.0,3.0,362.2,10.1574,26.241,10.1998,34.1233,177.2,2133.4,7.698,2261.0,1.28,17.71,20.38,46.81
68883,251.0,2.0,3.0,526.6,6.8938,26.745,6.9434,34.126,71.7,2250.7,7.423,2286.0,2.44,33.08,55.14,43.59
68885,251.0,2.0,3.0,610.5,5.9205,26.95,5.9739,34.2244,36.9,2294.3,7.354,2311.0,2.8,38.04,72.18,41.33
68889,251.0,2.0,3.0,756.5,5.2258,27.164,5.289,34.3887,25.3,2320.7,7.353,2339.0,2.98,40.85,86.22,39.47
68893,251.0,2.0,3.0,1019.9,4.0898,27.362,4.1684,34.479,43.1,2335.7,7.389,2365.0,2.94,41.2,107.35,38.1
68917,251.0,2.0,6.0,5.3,22.8598,24.307,22.8609,35.4389,215.1,2029.0,8.048,2337.0,0.08,0.02,1.22,71.17
68920,251.0,2.0,6.0,25.3,22.8156,24.317,22.8207,35.4352,215.4,2027.6,8.049,2337.0,0.07,0.03,1.21,69.61
68922,251.0,2.0,6.0,45.5,22.6929,24.341,22.7021,35.4201,215.2,2025.0,8.049,2338.0,0.07,0.02,1.21,69.71
68924,251.0,2.0,6.0,75.5,22.6581,24.351,22.6734,35.4204,214.8,2023.5,8.048,2336.0,0.07,0.02,1.2,68.44
68927,251.0,2.0,6.0,100.1,22.3322,24.425,22.3523,35.3959,209.7,2032.2,8.037,2333.0,0.08,0.24,1.33,64.73
68932,251.0,2.0,6.0,150.7,21.8959,24.576,21.9257,35.4324,213.8,2029.5,8.041,2333.0,0.03,0.17,1.42,64.63
68935,251.0,2.0,6.0,200.4,20.3895,24.88,20.4272,35.2901,204.1,2052.9,7.987,2325.0,0.09,1.07,1.85,55.95
69260,252.0,2.0,7.0,8.8,24.9485,23.27,24.9505,34.8856,209.5,1995.5,8.059,2301.0,0.17,0.01,1.2,74.72
69263,252.0,2.0,7.0,25.7,24.8693,23.294,24.8748,34.8856,209.0,1995.1,8.06,2302.0,0.18,0.02,1.18,72.76
69265,252.0,2.0,7.0,44.4,24.3802,23.572,24.3896,35.0574,215.6,2003.9,8.059,2311.0,0.14,0.02,1.23,71.49
69270,252.0,2.0,7.0,100.1,22.3264,24.38,22.3464,35.3348,213.1,2032.5,8.033,2328.0,0.09,0.06,1.36,66.69
69520,253.0,2.0,3.0,2000.2,2.0497,27.66,2.1889,34.6155,87.3,2356.7,7.47,2414.0,2.8,39.39,148.03,36.57
69525,253.0,2.0,3.0,3000.1,1.3732,27.75,1.5919,34.6649,120.4,2348.2,7.534,2426.0,2.61,37.42,158.58,36.53
69533,253.0,2.0,3.0,4500.2,1.1157,27.786,1.4904,34.6869,151.2,2326.2,7.58,2421.0,2.46,35.38,149.83,38.83
69541,253.0,2.0,4.0,237.7,15.2887,25.465,15.3251,34.4245,185.6,2078.9,7.848,2273.0,0.57,6.85,6.17,46.31
69547,253.0,2.0,4.0,500.0,7.4093,26.713,7.4583,34.1772,68.5,2247.8,7.432,2286.0,2.41,32.06,50.02,41.73
69549,253.0,2.0,4.0,578.5,6.3173,26.903,6.3695,34.2288,44.2,2284.4,7.378,2305.0,2.73,36.78,65.45,40.06
69559,253.0,2.0,4.0,1021.1,3.8991,27.394,3.9763,34.4939,44.4,2340.4,7.392,2369.0,2.97,41.31,110.31,37.91
69599,253.0,2.0,7.0,7.2,25.2453,23.405,25.2469,35.1832,207.5,2007.8,8.063,2321.0,0.12,0.01,1.23,72.85
69602,253.0,2.0,7.0,24.9,25.1385,23.433,25.144,35.1772,207.8,2007.9,8.062,2321.0,0.12,0.01,1.22,71.28
69604,253.0,2.0,7.0,45.2,24.7782,23.54,24.7879,35.1742,210.6,2009.6,8.059,2321.0,0.12,0.02,1.26,71.87
69606,253.0,2.0,7.0,75.5,22.812,24.174,22.8274,35.2458,218.0,2026.0,8.038,2326.0,0.12,0.03,1.35,66.98
69609,253.0,2.0,7.0,100.0,22.2765,24.369,22.2965,35.301,213.7,2034.3,8.027,2329.0,0.11,0.04,1.39,65.61
69614,253.0,2.0,7.0,150.8,20.7022,24.709,20.7308,35.1769,199.3,2057.1,7.979,2321.0,0.18,1.01,1.87,57.03
69617,253.0,2.0,7.0,199.9,18.6271,25.057,18.6623,34.9231,194.3,2065.6,7.932,2303.0,0.28,2.99,2.96,51.08
70083,255.0,2.0,2.0,2000.6,1.9575,27.671,2.0954,34.6206,89.0,2356.3,7.467,2410.0,2.77,39.16,151.66,34.91
70088,255.0,2.0,2.0,3001.0,1.3293,27.755,1.5471,34.6669,122.8,2343.5,7.533,2424.0,2.58,37.01,159.5,36.21
70096,255.0,2.0,2.0,4501.0,1.1142,27.786,1.489,34.6872,150.2,2324.2,7.58,2418.0,2.45,35.47,150.18,37.22
70103,255.0,2.0,3.0,149.0,20.7479,24.719,20.7762,35.2057,202.1,2040.3,7.997,2311.0,0.11,0.96,1.92,58.2
70107,255.0,2.0,3.0,322.2,12.0118,26.007,12.0538,34.2529,203.8,2089.4,7.804,2261.0,0.81,11.81,12.15,43.19
70109,255.0,2.0,3.0,426.6,9.1343,26.402,9.1813,34.1125,153.6,2159.5,7.637,2266.0,1.56,21.61,27.96,42.51
70111,255.0,2.0,3.0,531.4,6.728,26.742,6.7773,34.0936,88.7,2240.7,7.457,2287.0,2.32,32.63,56.43,42.51
70122,255.0,2.0,3.0,1020.3,3.8134,27.378,3.8898,34.4627,46.3,2338.9,7.387,2367.0,2.93,41.36,113.4,38.01
70171,255.0,2.0,6.0,26.2,26.501,23.075,26.5069,35.2633,202.0,1999.0,8.08,2333.0,0.1,0.01,0.99,71.47
70173,255.0,2.0,6.0,45.4,26.6764,23.152,26.6868,35.4394,202.0,2001.3,8.09,2330.0,0.04,0.01,0.82,70.2
70175,255.0,2.0,6.0,76.7,23.9656,23.926,23.9818,35.363,219.8,2013.7,8.061,2326.0,0.04,0.01,1.2,69.03
70178,255.0,2.0,6.0,101.5,22.3538,24.369,22.3742,35.3306,209.6,2030.1,8.034,2323.0,0.07,0.03,1.35,62.0
70183,255.0,2.0,6.0,150.5,20.5746,24.756,20.603,35.1935,200.9,2045.9,7.989,2319.0,0.14,1.28,1.99,56.34
70186,255.0,2.0,6.0,200.3,17.7518,25.18,17.7859,34.8004,192.5,2058.5,7.924,2287.0,0.32,3.9,3.78,50.01
70395,256.0,2.0,2.0,2000.8,1.9916,27.667,2.13,34.6184,88.7,2357.8,7.473,2415.0,2.77,39.14,150.26,36.37
70400,256.0,2.0,2.0,3000.0,1.3311,27.754,1.549,34.6662,123.4,2346.3,7.535,2426.0,2.59,36.96,158.41,36.14
70408,256.0,2.0,2.0,4501.1,1.1146,27.786,1.4893,34.6864,151.1,2326.2,7.581,2414.0,2.47,35.27,149.29,36.47
70416,256.0,2.0,3.0,218.8,19.129,25.01,19.1683,35.029,194.4,2060.5,7.949,2310.0,0.22,2.6,2.92,50.59
70422,256.0,2.0,3.0,500.9,7.5408,26.621,7.5903,34.0841,109.0,2213.7,7.507,2282.0,2.09,28.76,44.79,41.53
70428,256.0,2.0,3.0,762.0,4.7286,27.115,4.7892,34.2543,38.8,2315.2,7.352,2335.0,2.87,39.86,93.29,37.33
70480,256.0,2.0,6.0,6.5,26.4782,23.015,26.4796,35.1744,202.5,1999.0,8.081,2323.0,0.12,0.02,1.02,72.65
70483,256.0,2.0,6.0,25.4,26.3845,23.04,26.3902,35.1688,203.4,1998.6,8.079,2323.0,0.12,0.02,1.01,72.65
70485,256.0,2.0,6.0,45.0,26.3192,23.049,26.3293,35.1539,203.3,1998.6,8.077,2322.0,0.13,0.03,1.02,70.99
70487,256.0,2.0,6.0,75.0,24.1614,23.737,24.1773,35.1899,219.8,2018.2,8.055,2324.0,0.12,0.03,1.2,69.53
70490,256.0,2.0,6.0,100.2,22.5646,24.221,22.5848,35.214,216.8,2033.2,8.03,2331.0,0.16,0.03,1.29,65.62
70495,256.0,2.0,6.0,150.2,21.2844,24.678,21.3135,35.3435,204.6,2054.5,8.002,2339.0,0.17,0.56,1.44,56.63
70498,256.0,2.0,6.0,199.9,20.3586,24.878,20.3962,35.2778,201.0,2057.7,7.981,2329.0,0.16,1.24,1.82,53.41
70718,257.0,2.0,3.0,269.1,14.9156,25.562,14.9562,34.4438,202.5,2067.5,7.866,2268.0,0.48,6.54,6.25,49.54
70719,257.0,2.0,3.0,344.5,11.6155,26.033,11.6595,34.1908,205.6,2095.8,7.785,2260.0,0.88,12.36,12.83,45.15
70723,257.0,2.0,3.0,493.1,7.8241,26.638,7.8739,34.158,97.8,2223.5,7.492,2285.0,2.18,29.22,44.46,43.58
70725,257.0,2.0,3.0,576.8,6.2891,26.845,6.341,34.1516,67.8,2265.2,7.411,2299.0,2.55,34.48,63.51,42.02
70729,257.0,2.0,3.0,748.0,4.8401,27.152,4.9002,34.3165,38.4,2317.4,7.358,2339.0,2.91,39.84,91.95,39.57
70735,257.0,2.0,3.0,1019.5,3.8612,27.382,3.9379,34.4739,48.4,2338.1,7.395,2370.0,2.93,40.56,111.17,38.1
70773,257.0,2.0,6.0,6.0,25.5826,23.509,25.5839,35.4581,212.1,2008.8,8.081,2338.0,0.06,0.03,0.93,74.59
70777,257.0,2.0,6.0,24.2,25.5895,23.514,25.5948,35.468,212.2,2009.5,8.079,2339.0,0.06,0.02,0.93,74.59
70779,257.0,2.0,6.0,45.0,25.5703,23.524,25.5802,35.4727,212.2,2010.4,8.084,2338.0,0.05,0.01,0.91,72.73
70781,257.0,2.0,6.0,74.8,25.4154,23.568,25.4319,35.4677,212.1,2011.2,8.08,2335.0,0.06,0.03,0.94,72.05
70784,257.0,2.0,6.0,100.1,22.6847,24.276,22.7049,35.3314,223.3,2028.3,8.039,2329.0,0.07,0.09,1.23,65.42
70789,257.0,2.0,6.0,149.9,21.1035,24.716,21.1323,35.3286,208.9,2049.0,8.0,2329.0,0.13,0.78,1.59,59.46
70792,257.0,2.0,6.0,200.7,19.2375,25.004,19.2737,35.0573,204.4,2055.0,7.96,2312.0,0.2,2.15,2.44,52.54
71027,258.0,2.0,3.0,262.2,13.555,25.783,13.592,34.3574,200.4,2077.0,7.838,2266.0,0.65,9.22,9.02,47.68
71029,258.0,2.0,3.0,356.0,10.1181,26.264,10.1597,34.1446,196.7,2116.7,7.743,2265.0,1.11,16.1,19.2,43.29
71032,258.0,2.0,3.0,500.7,6.9672,26.667,7.0145,34.04,124.5,2210.5,7.527,2283.0,2.06,29.07,48.94,42.9
71035,258.0,2.0,3.0,591.4,5.6562,26.874,5.7066,34.0869,73.1,2267.6,7.404,2305.0,2.58,35.61,71.2,42.61
71039,258.0,2.0,3.0,756.4,4.7818,27.164,4.8424,34.3244,35.2,2318.5,7.358,2341.0,2.95,39.98,93.03,38.79
71045,258.0,2.0,3.0,1020.6,3.9677,27.384,4.0454,34.4905,42.7,2337.2,7.387,2371.0,2.98,40.9,108.57,37.13
71075,258.0,2.0,6.0,6.7,25.0273,23.661,25.0287,35.4344,205.7,2007.8,8.089,2336.0,0.05,0.03,0.98,75.18
71079,258.0,2.0,6.0,25.2,25.0312,23.66,25.0367,35.4339,205.4,2008.0,8.08,2339.0,0.05,0.04,0.95,72.25
71081,258.0,2.0,6.0,45.6,25.0235,23.668,25.0334,35.4422,206.2,2008.0,8.07,2339.0,0.06,0.07,0.95,71.95
71086,258.0,2.0,6.0,100.6,21.9556,24.444,21.9754,35.281,208.4,2034.7,8.018,2324.0,0.08,0.37,1.45,60.54
71091,258.0,2.0,6.0,149.3,20.2639,24.846,20.2918,35.2017,198.7,2051.8,7.984,2320.0,0.15,1.47,1.95,58.69
71094,258.0,2.0,6.0,200.4,17.5789,25.211,17.6127,34.7857,191.8,2061.2,7.922,2293.0,0.34,4.21,3.78,51.09
71308,259.0,2.0,3.0,240.9,14.0565,25.689,14.0914,34.3709,199.5,2073.2,7.848,2265.0,0.56,7.75,7.38,46.41
71310,259.0,2.0,3.0,352.5,10.2699,26.245,10.3115,34.1539,185.8,2125.3,7.723,2267.0,1.18,16.68,19.95,43.1
71315,259.0,2.0,3.0,500.4,7.0153,26.752,7.0628,34.1558,76.1,2246.7,7.446,2297.0,2.36,32.35,54.05,42.12
71317,259.0,2.0,3.0,595.2,6.0023,26.939,6.0546,34.2234,44.7,2284.1,7.377,2312.0,2.7,36.84,69.77,41.53
71326,259.0,2.0,3.0,1019.6,3.8731,27.402,3.95,34.501,44.7,2337.9,7.394,2374.0,2.98,41.19,110.36,37.91
71380,259.0,2.0,6.0,45.8,24.1621,23.952,24.1718,35.4737,209.5,2018.9,8.07,2336.0,0.05,0.01,0.97,72.05
71390,259.0,2.0,6.0,150.2,20.94,24.742,20.9688,35.3044,198.5,2051.7,7.99,2329.0,0.13,1.25,1.63,58.0
71393,259.0,2.0,6.0,200.3,17.4807,25.222,17.5144,34.769,195.4,2059.0,7.916,2289.0,0.33,4.08,3.8,49.82
71570,260.0,2.0,2.0,1999.7,1.9719,27.664,2.1099,34.6132,88.2,2358.2,7.47,2419.0,2.84,39.26,152.0,36.6
71583,260.0,2.0,2.0,4500.1,1.1149,27.786,1.4896,34.6875,152.9,2325.5,7.584,2428.0,2.48,35.12,149.75,35.95
71592,260.0,2.0,3.0,249.7,13.6227,25.733,13.6581,34.3117,200.4,2076.0,7.841,2266.0,0.6,8.17,7.76,49.44
71595,260.0,2.0,3.0,339.4,10.1934,26.238,10.2332,34.1274,183.1,2123.2,7.725,2265.0,1.18,16.48,18.57,47.01
71598,260.0,2.0,3.0,467.4,7.4555,26.624,7.5012,34.0725,115.6,2212.6,7.519,2282.0,2.07,28.64,44.55,45.25
71603,260.0,2.0,3.0,740.0,4.5808,27.159,4.6388,34.2891,36.7,2323.2,7.351,2343.0,2.93,40.38,96.21,40.75
71639,260.0,2.0,6.0,6.2,23.168,24.194,23.1693,35.4073,213.3,2018.1,8.061,2336.0,0.04,0.01,1.06,73.71
71643,260.0,2.0,6.0,25.0,23.1828,24.194,23.1879,35.4126,213.7,2018.1,8.06,2337.0,0.03,0.01,1.06,72.74
71650,260.0,2.0,6.0,100.4,22.3158,24.422,22.3359,35.3857,210.4,2030.7,8.039,2334.0,0.04,0.08,1.28,65.32
71655,260.0,2.0,6.0,150.7,19.809,24.9,19.8367,35.1156,200.5,2051.7,7.971,2310.0,0.15,1.72,2.18,53.32
71835,261.0,2.0,2.0,2000.5,2.0003,27.664,2.1388,34.6158,86.9,2357.4,7.47,2420.0,2.82,39.29,151.67,36.34
71840,261.0,2.0,2.0,3000.0,1.3314,27.756,1.5493,34.6684,125.4,2343.6,7.538,2433.0,2.62,36.85,157.9,38.0
71848,261.0,2.0,2.0,4507.4,1.1143,27.787,1.4898,34.6879,153.6,2324.6,7.583,2428.0,2.47,35.3,149.88,38.13
71857,261.0,2.0,3.0,240.2,15.0565,25.522,15.0929,34.4329,197.6,2070.7,7.864,2271.0,0.47,5.99,5.43,50.41
71859,261.0,2.0,3.0,353.5,10.034,26.229,10.0751,34.0811,188.3,2124.4,7.716,2262.0,1.19,16.44,18.6,45.64
71863,261.0,2.0,3.0,520.7,6.5646,26.742,6.6122,34.067,88.9,2241.3,7.449,2291.0,2.39,32.62,55.43,43.29
71865,261.0,2.0,3.0,611.9,5.4498,26.953,5.501,34.1557,51.1,2289.3,7.368,2315.0,2.77,37.91,76.28,43.98
71868,261.0,2.0,3.0,736.8,4.6026,27.157,4.6604,34.2893,33.8,2322.1,7.349,2343.0,2.96,40.53,95.57,39.48
71904,261.0,2.0,6.0,7.5,24.2389,23.687,24.2405,35.1543,211.7,2003.4,8.066,2321.0,0.12,0.01,1.26,73.04
71910,261.0,2.0,6.0,45.6,23.693,24.032,23.7025,35.396,213.2,2015.9,8.065,2335.0,0.04,0.01,1.12,73.91
71915,261.0,2.0,6.0,100.6,22.6622,24.325,22.6826,35.3885,210.9,2030.4,8.038,2334.0,0.05,0.02,1.22,68.93
71920,261.0,2.0,6.0,150.6,21.0649,24.689,21.0938,35.2789,203.1,2051.9,7.991,2327.0,0.12,0.78,1.65,57.32
71923,261.0,2.0,6.0,199.8,18.3957,25.118,18.4306,34.9268,197.1,2064.3,7.935,2306.0,0.26,2.93,2.9,56.74
72164,262.0,2.0,6.0,44.7,23.3263,24.09,23.3355,35.3309,215.5,2015.3,8.065,2331.0,0.06,0.03,1.07,69.32
72330,263.0,2.0,1.0,3000.5,1.35,27.753,1.5683,34.666,123.4,2345.1,7.535,2424.0,2.68,37.11,158.96,37.74
72338,263.0,2.0,1.0,4500.6,1.1149,27.786,1.4896,34.687,152.3,2323.7,7.582,2424.0,2.53,35.38,149.35,37.48
72348,263.0,2.0,2.0,240.7,16.1008,25.425,16.1391,34.6109,207.6,2055.9,7.903,2278.0,0.38,4.81,4.94,49.53
72353,263.0,2.0,2.0,487.8,7.4902,26.64,7.5382,34.0988,110.5,2210.8,7.516,2285.0,2.1,28.76,46.15,43.88
72356,263.0,2.0,2.0,634.7,5.4805,26.933,5.5339,34.1345,56.9,2283.8,7.378,2309.0,2.76,37.28,75.82,43.88
72358,263.0,2.0,2.0,752.8,4.7289,27.159,4.7888,34.3099,32.9,2320.5,7.351,2338.0,3.0,40.4,93.42,41.82
72364,263.0,2.0,2.0,1017.7,3.8061,27.39,3.8823,34.4767,47.9,2337.9,7.396,2372.0,2.98,40.61,111.97,42.6
72418,263.0,2.0,5.0,99.3,22.6888,24.385,22.709,35.4767,217.8,2025.4,8.049,2335.0,0.03,0.01,1.18,70.59
72423,263.0,2.0,5.0,149.9,21.1229,24.687,21.1518,35.2978,202.5,2042.2,8.0,2325.0,0.11,0.89,1.64,63.17
72660,264.0,2.0,2.0,2000.6,1.976,27.67,2.1142,34.6208,88.3,2356.8,7.47,2414.0,2.85,39.42,148.92,37.02
72665,264.0,2.0,2.0,3000.4,1.32,27.757,1.5376,34.6689,125.4,2343.4,7.538,2426.0,2.66,37.11,158.96,36.44
72673,264.0,2.0,2.0,4501.4,1.1198,27.786,1.4948,34.6874,151.4,2325.0,7.581,2426.0,2.53,35.67,149.35,37.19
72683,264.0,2.0,3.0,259.9,13.8211,25.709,13.8583,34.3338,200.3,2073.7,7.841,2264.0,0.6,8.04,7.72,46.61
72685,264.0,2.0,3.0,350.1,10.4211,26.217,10.4628,34.152,201.7,2112.6,7.747,2262.0,1.05,15.2,17.37,43.1
72689,264.0,2.0,3.0,498.3,6.9429,26.722,6.9899,34.1057,93.3,2234.6,7.47,2290.0,2.3,31.4,52.99,41.44
72694,264.0,2.0,3.0,730.3,4.6033,27.187,4.6606,34.3278,34.2,2325.3,7.352,2341.0,2.95,40.58,96.33,36.84
72699,264.0,2.0,3.0,1020.2,3.7894,27.405,3.8657,34.4943,48.2,2338.5,7.398,2373.0,2.97,40.83,110.88,35.95
72737,264.0,2.0,6.0,5.3,25.8276,23.283,25.8287,35.2591,208.1,2003.2,8.074,2323.0,0.08,0.01,1.04,72.45
72741,264.0,2.0,6.0,24.8,25.5976,23.384,25.603,35.2994,209.0,2005.9,8.073,2325.0,0.08,0.01,1.01,73.04
72743,264.0,2.0,6.0,45.3,24.2596,23.925,24.2692,35.4761,221.0,2016.8,8.062,2334.0,0.04,0.01,1.06,71.66
72745,264.0,2.0,6.0,75.5,22.7464,24.344,22.7617,35.445,221.8,2022.0,8.053,2331.0,0.03,0.01,1.16,66.88
72748,264.0,2.0,6.0,99.6,22.1258,24.507,22.1456,35.4269,220.6,2025.9,8.045,2333.0,0.03,0.02,1.24,65.51
72932,265.0,2.0,2.0,2000.7,2.0101,27.662,2.1488,34.6148,89.6,2355.2,7.473,2414.0,2.83,39.13,150.94,38.23
72937,265.0,2.0,2.0,3001.1,1.32,27.758,1.5377,34.6692,128.0,2342.2,7.543,2425.0,2.65,36.98,160.22,38.03
72945,265.0,2.0,2.0,4500.8,1.1141,27.787,1.4888,34.6878,152.9,2324.2,7.582,2419.0,2.48,35.29,150.17,37.38
72957,265.0,2.0,3.0,347.5,10.6793,26.182,10.7213,34.1643,197.5,2111.9,7.751,2261.0,1.05,14.71,17.05,45.73
72960,265.0,2.0,3.0,485.2,7.4848,26.641,7.5325,34.0992,114.7,2214.7,7.516,2280.0,2.12,28.86,46.84,44.08
72963,265.0,2.0,3.0,610.3,5.7652,26.945,5.8178,34.1933,55.1,2282.9,7.388,2309.0,2.75,36.82,72.77,38.5
72971,265.0,2.0,3.0,1020.6,3.8865,27.383,3.9635,34.4779,47.5,2337.2,7.393,2369.0,2.99,40.75,108.81,38.59
73018,265.0,2.0,6.0,24.7,27.1204,22.602,27.126,34.8967,204.7,1980.6,8.081,2299.0,0.13,0.03,1.59,75.11
73022,265.0,2.0,6.0,75.5,25.6343,23.276,25.651,35.1713,212.9,2000.4,8.07,2317.0,0.08,0.03,1.48,73.24
73025,265.0,2.0,6.0,100.4,23.6867,23.95,23.7077,35.2856,213.4,2022.0,8.046,2323.0,0.08,0.06,1.4,66.88
73030,265.0,2.0,6.0,150.0,20.9601,24.674,20.9888,35.2223,199.4,2053.2,7.98,2319.0,0.17,1.18,2.07,57.9
73222,266.0,2.0,2.0,2000.8,1.984,27.661,2.1223,34.6113,87.8,2355.6,7.47,2415.0,2.83,39.24,150.6,36.89
73227,266.0,2.0,2.0,3000.2,1.3488,27.752,1.567,34.6653,123.4,2344.7,7.536,2425.0,2.64,36.96,158.44,37.38
73235,266.0,2.0,2.0,4502.0,1.1146,27.786,1.4894,34.6864,151.7,2324.2,7.583,2423.0,2.49,35.24,149.09,36.8
73243,266.0,2.0,3.0,193.1,18.7986,25.045,18.8328,34.9644,192.6,2063.2,7.934,2306.0,0.26,3.0,3.17,51.37
73246,266.0,2.0,3.0,358.5,10.4089,26.216,10.4516,34.1478,187.4,2121.4,7.727,2264.0,1.17,16.25,19.03,43.78
73248,266.0,2.0,3.0,481.2,7.5058,26.641,7.5531,34.1032,105.2,2217.3,7.504,2281.0,2.15,29.19,47.49,44.08
73251,266.0,2.0,3.0,590.2,5.9153,26.891,5.9668,34.1498,57.5,2275.8,7.386,2303.0,2.69,36.51,72.5,40.65
73254,266.0,2.0,3.0,737.3,4.9905,27.16,5.0506,34.3483,36.8,2314.4,7.368,2338.0,2.94,40.01,89.58,39.18
73261,266.0,2.0,3.0,1021.1,3.9724,27.376,4.0501,34.4812,46.1,2334.7,7.395,2367.0,2.99,41.0,112.18,38.49
73300,266.0,2.0,6.0,5.6,27.6037,22.513,27.605,34.9858,203.2,1979.4,8.089,2308.0,0.13,0.03,1.34,73.44
73316,266.0,2.0,6.0,151.6,21.2264,24.639,21.2557,35.2713,202.9,2046.2,8.0,2321.0,0.12,0.72,2.1,57.32
73541,267.0,2.0,2.0,2001.1,2.0449,27.66,2.1842,34.615,86.5,2357.2,7.466,2412.0,2.86,39.21,148.67,36.93
73554,267.0,2.0,2.0,4501.3,1.1162,27.787,1.491,34.6878,152.4,2324.5,7.58,2421.0,2.49,35.02,148.9,36.76
73564,267.0,2.0,3.0,262.0,13.282,25.8,13.3185,34.3075,200.2,2080.1,7.829,2261.0,0.69,9.26,10.02,46.22
73566,267.0,2.0,3.0,340.7,10.9337,26.137,10.9755,34.1654,197.6,2109.2,7.754,2261.0,1.04,14.35,16.4,46.22
73569,267.0,2.0,3.0,514.9,6.7887,26.729,6.8367,34.0882,93.2,2233.7,7.472,2288.0,2.3,31.19,53.93,43.59
73571,267.0,2.0,3.0,606.5,5.8889,26.93,5.9417,34.1942,53.2,2282.5,7.381,2307.0,2.71,36.69,70.3,39.58
73575,267.0,2.0,3.0,766.9,4.9195,27.162,4.9817,34.3413,35.7,2316.3,7.362,2338.0,2.93,39.87,98.23,38.3
73580,267.0,2.0,3.0,1021.0,3.8867,27.383,3.9638,34.4779,47.8,2336.3,7.398,2367.0,2.97,40.77,109.26,37.32
73619,267.0,2.0,6.0,5.0,26.2548,23.238,26.2559,35.3764,204.3,1995.9,8.092,2325.0,0.03,0.02,2.06,75.76
73630,267.0,2.0,6.0,100.0,23.1569,24.161,23.1774,35.3596,211.2,2031.9,8.032,2327.0,0.06,0.08,1.29,63.56
73844,268.0,2.0,2.0,2001.1,1.8908,27.675,2.0277,34.6189,91.4,2355.6,7.476,2414.0,2.82,39.19,150.94,36.93
73849,268.0,2.0,2.0,3002.5,1.3255,27.757,1.5435,34.6692,126.9,2343.3,7.54,2424.0,2.64,36.85,155.15,36.96
