,crn,stn,cast,press,theta,sigma,temp,csal,coxy,dic,ph,alk,phos,nit,sil,doc
73857,268.0,2.0,2.0,4502.6,1.1144,27.787,1.4893,34.6878,152.1,2323.8,7.582,2421.0,2.52,35.13,148.1,37.61
73868,268.0,2.0,3.0,335.1,10.9012,26.074,10.9422,34.0767,187.2,2112.1,7.733,2251.0,1.11,14.51,14.91,47.99
73872,268.0,2.0,3.0,478.3,7.4812,26.606,7.5281,34.0541,125.0,2203.1,7.535,2273.0,2.04,27.51,42.73,44.66
73874,268.0,2.0,3.0,581.5,6.0193,26.837,6.0704,34.0979,71.7,2260.8,7.413,2292.0,2.56,34.54,64.49,43.29
73879,268.0,2.0,3.0,771.0,4.5848,27.166,4.6454,34.2993,35.1,2322.2,7.351,2338.0,2.99,40.32,99.34,39.67
73931,268.0,2.0,6.0,26.3,24.669,23.707,24.6747,35.3511,210.0,2007.8,8.074,2328.0,0.07,0.02,1.07,70.49
73935,268.0,2.0,6.0,75.5,24.6762,23.704,24.6924,35.3499,208.1,2008.3,8.074,2328.0,0.07,0.04,1.15,71.08
73946,268.0,2.0,6.0,199.8,19.7016,24.904,19.7383,35.0843,196.0,2061.8,7.952,2307.0,0.21,1.79,2.5,52.15
74164,269.0,2.0,2.0,3000.5,1.334,27.756,1.552,34.6684,124.8,2344.8,7.534,2423.0,2.62,38.01,160.02,35.72
74172,269.0,2.0,2.0,4500.3,1.1145,27.787,1.4892,34.6882,151.4,2324.4,7.58,2423.0,2.47,36.27,150.07,36.01
74185,269.0,2.0,3.0,372.8,9.9311,26.248,9.9742,34.083,176.7,2132.7,7.689,2262.0,1.28,17.89,24.21,45.93
74188,269.0,2.0,3.0,495.3,7.3705,26.647,7.4188,34.0857,100.3,2222.3,7.483,2282.0,2.14,30.09,51.54,42.22
74191,269.0,2.0,3.0,592.3,5.9334,26.854,5.985,34.1053,59.1,2272.0,7.383,2300.0,2.63,36.46,67.86,41.14
74196,269.0,2.0,3.0,761.4,4.7771,27.159,4.838,34.3172,26.2,2324.1,7.339,2340.0,3.0,41.06,94.23,37.62
74198,269.0,2.0,3.0,1020.7,3.9086,27.397,3.9859,34.4987,42.1,2340.5,7.39,2372.0,3.02,41.51,112.55,35.27
74239,269.0,2.0,6.0,4.8,24.0406,23.787,24.0416,35.2083,210.6,2005.0,8.061,2320.0,0.1,0.02,1.49,72.55
74243,269.0,2.0,6.0,25.0,23.5138,24.017,23.519,35.3067,211.3,2011.9,8.056,2327.0,0.11,0.03,1.3,69.13
74247,269.0,2.0,6.0,74.8,22.9632,24.252,22.9785,35.4051,212.8,2020.7,8.053,2331.0,0.06,0.01,1.22,70.0
74250,269.0,2.0,6.0,100.6,22.7098,24.339,22.7302,35.4242,214.1,2022.3,8.047,2335.0,0.06,0.02,2.09,66.78
74255,269.0,2.0,6.0,150.2,22.0908,24.537,22.1207,35.454,212.2,2031.4,8.038,2334.0,0.05,0.07,1.54,66.58
74470,270.0,2.0,3.0,342.3,11.9378,26.002,11.9823,34.2286,208.0,2089.2,7.803,2258.0,0.82,11.67,14.47,44.27
74474,270.0,2.0,3.0,512.5,7.4549,26.624,7.5052,34.0714,104.1,2217.2,7.497,2277.0,2.19,29.78,49.91,44.66
74476,270.0,2.0,3.0,583.9,6.0329,26.847,6.0842,34.1128,63.5,2269.4,7.394,2293.0,2.67,35.8,68.75,39.87
74480,270.0,2.0,3.0,763.7,4.9137,27.167,4.9757,34.3463,30.5,2320.5,7.354,2334.0,2.99,40.9,91.97,39.28
74486,270.0,2.0,3.0,1018.5,4.0849,27.368,4.1633,34.4854,41.8,2334.8,7.39,2363.0,2.99,41.59,106.95,35.17
74495,270.0,2.0,4.0,1999.7,2.0368,27.66,2.1759,34.6147,87.1,2357.2,7.469,2409.0,2.82,39.68,151.75,35.3
74500,270.0,2.0,4.0,3001.6,1.3702,27.749,1.5891,34.6634,120.3,2347.8,7.546,2426.0,2.67,37.69,161.03,35.53
74508,270.0,2.0,4.0,4500.6,1.1142,27.786,1.4889,34.687,151.8,2325.4,7.582,2420.0,2.52,35.75,152.98,37.22
74534,270.0,2.0,6.0,4.5,23.623,23.972,23.6239,35.2901,211.9,2013.4,8.061,2325.0,0.07,0.02,1.28,68.64
74540,270.0,2.0,6.0,45.0,23.4886,24.005,23.4979,35.2819,211.9,2011.9,8.062,2321.0,0.1,0.01,2.15,69.72
74550,270.0,2.0,6.0,152.1,22.6648,24.321,22.6957,35.3836,203.6,2031.9,8.035,2327.0,0.1,0.38,1.38,62.19
74664,271.0,2.0,2.0,1999.9,2.0242,27.662,2.163,34.6158,86.9,2355.0,7.469,2414.0,2.83,39.94,151.03,35.2
74669,271.0,2.0,2.0,3001.0,1.3522,27.753,1.5706,34.6663,121.7,2343.5,7.546,2428.0,2.62,37.62,161.08,36.44
74677,271.0,2.0,2.0,4502.9,1.1171,27.786,1.4922,34.6873,152.0,2324.9,7.581,2422.0,2.47,35.77,150.91,35.36
74688,271.0,2.0,3.0,249.8,14.5262,25.606,14.5632,34.3924,192.1,2078.7,7.838,2271.0,0.63,7.91,8.24,48.95
74690,271.0,2.0,3.0,359.1,9.989,26.245,10.0306,34.0923,176.1,2133.6,7.692,2264.0,1.32,18.23,21.07,45.25
74693,271.0,2.0,3.0,485.7,7.2571,26.638,7.304,34.0543,108.1,2216.8,7.499,2280.0,2.16,29.66,47.35,44.86
74696,271.0,2.0,3.0,620.9,5.4128,26.973,5.4647,34.1748,44.3,2291.8,7.358,2313.0,2.85,38.36,79.81,40.65
74698,271.0,2.0,3.0,729.0,4.811,27.166,4.8693,34.3304,29.0,2320.7,7.343,2339.0,3.03,40.59,99.92,36.64
74740,271.0,2.0,6.0,6.0,24.3915,23.588,24.3928,35.0839,211.0,1997.1,8.067,2318.0,0.1,0.01,1.21,75.0
74743,271.0,2.0,6.0,24.0,24.2624,23.66,24.2674,35.1273,211.1,2000.9,8.066,2317.0,0.1,0.02,1.15,72.36
74745,271.0,2.0,6.0,44.7,23.8176,23.88,23.827,35.2435,213.1,2008.8,8.063,2324.0,0.09,0.01,1.19,72.65
74750,271.0,2.0,6.0,98.9,21.8409,24.538,21.8604,35.3621,209.8,2033.6,8.027,2335.0,0.07,0.01,1.44,66.39
74949,272.0,2.0,3.0,2000.0,2.0306,27.662,2.1696,34.6161,87.2,2356.2,7.468,2416.0,2.8,39.47,151.67,38.64
74962,272.0,2.0,3.0,4501.9,1.1184,27.786,1.4934,34.6866,151.5,2324.3,7.582,2424.0,2.49,35.93,151.58,35.92
74971,272.0,2.0,4.0,370.0,11.527,26.026,11.5741,34.1615,188.8,2108.9,7.751,2260.0,1.03,13.88,14.24,43.19
74975,272.0,2.0,4.0,516.3,7.5613,26.641,7.6124,34.1127,97.1,2221.1,7.491,2282.0,2.22,29.73,45.47,42.51
74978,272.0,2.0,4.0,600.9,7.0172,26.817,7.0748,34.2388,49.6,2267.9,7.399,2301.0,2.66,34.83,57.93,41.43
74981,272.0,2.0,4.0,724.8,4.8597,27.123,4.918,34.2838,32.9,2316.2,7.347,2338.0,3.0,40.47,91.9,38.01
74988,272.0,2.0,4.0,1019.2,4.0132,27.376,4.0911,34.4856,39.8,2338.5,7.384,2371.0,3.08,41.67,110.0,38.1
75029,272.0,2.0,7.0,4.4,24.4481,23.656,24.449,35.1955,212.4,2006.3,8.069,2324.0,0.11,0.01,1.17,72.65
75032,272.0,2.0,7.0,24.7,24.4449,23.657,24.4502,35.1958,211.7,2005.9,8.069,2324.0,0.12,0.01,1.18,71.58
75036,272.0,2.0,7.0,75.1,24.322,23.696,24.3379,35.1988,213.0,2006.2,8.066,2324.0,0.11,0.02,1.18,68.84
75044,272.0,2.0,7.0,149.8,23.055,24.186,23.0857,35.3534,205.8,2026.1,8.046,2332.0,0.11,0.13,1.24,60.83
75047,272.0,2.0,7.0,199.7,21.3651,24.651,21.404,35.3378,201.7,2046.8,8.006,2329.0,0.13,0.89,1.63,58.78
75272,273.0,2.0,3.0,2001.3,2.0188,27.663,2.1577,34.617,87.3,2355.8,7.472,2419.0,2.83,39.72,151.22,36.54
75277,273.0,2.0,3.0,3001.4,1.3658,27.751,1.5845,34.6656,122.2,2345.3,7.534,2425.0,2.67,37.67,159.99,36.24
75285,273.0,2.0,3.0,4501.4,1.118,27.786,1.4929,34.687,151.0,2324.8,7.581,2421.0,2.53,35.76,151.53,37.48
75295,273.0,2.0,4.0,275.5,14.9559,25.565,14.9975,34.4601,196.4,2072.7,7.862,2270.0,0.49,6.93,6.23,50.41
75297,273.0,2.0,4.0,347.9,11.2696,26.058,11.3131,34.1417,188.6,2109.1,7.749,2258.0,0.98,14.27,14.36,48.57
75304,273.0,2.0,4.0,637.6,5.6228,26.958,5.6772,34.1878,45.8,2289.8,7.368,2313.0,2.8,37.96,75.79,43.78
75306,273.0,2.0,4.0,771.0,4.8264,27.167,4.8885,34.3337,33.4,2319.4,7.358,2340.0,2.97,40.35,92.42,38.3
75348,273.0,2.0,7.0,6.4,25.492,23.25,25.4934,35.0788,208.7,1995.2,8.074,2310.0,0.1,0.01,1.19,71.58
75358,273.0,2.0,7.0,100.9,23.8696,23.898,23.8908,35.2881,215.7,2011.5,8.068,2325.0,0.07,0.01,1.4,72.16
75363,273.0,2.0,7.0,149.9,22.5166,24.338,22.5468,35.3508,206.0,2033.2,8.032,2326.0,0.1,0.08,1.44,61.61
75596,274.0,2.0,3.0,2000.2,1.9515,27.671,2.0893,34.6195,90.1,2355.3,7.475,2411.0,2.83,39.84,153.09,36.76
75601,274.0,2.0,3.0,3001.1,1.3261,27.756,1.5439,34.6683,125.9,2343.0,7.543,2425.0,2.64,37.48,158.63,35.33
75609,274.0,2.0,3.0,4502.5,1.1145,27.786,1.4895,34.6869,151.7,2323.9,7.583,2418.0,2.5,35.79,150.8,37.15
75620,274.0,2.0,4.0,260.0,13.7079,25.711,13.7449,34.3054,193.8,2082.0,7.823,2261.0,0.67,8.92,8.4,45.24
75622,274.0,2.0,4.0,340.8,10.3395,26.22,10.3799,34.1376,201.7,2112.0,7.75,2257.0,1.1,15.88,17.77,43.59
75626,274.0,2.0,4.0,507.0,6.6537,26.765,6.7004,34.1101,82.0,2246.0,7.443,2289.0,2.45,32.66,57.78,43.2
75628,274.0,2.0,4.0,601.0,5.6017,26.945,5.6527,34.1682,45.1,2288.7,7.362,2308.0,2.85,37.49,78.07,43.88
75630,274.0,2.0,4.0,734.3,4.7799,27.168,4.8385,34.3281,30.1,2322.4,7.347,2336.0,3.06,40.62,93.3,37.81
75634,274.0,2.0,4.0,999.5,4.0345,27.377,4.1109,34.4899,43.1,2336.9,7.391,2364.0,3.05,41.28,108.7,37.32
75673,274.0,2.0,7.0,6.1,26.7612,22.897,26.7626,35.1375,203.1,1995.5,8.075,2313.0,0.08,0.02,1.29,71.77
75676,274.0,2.0,7.0,25.7,26.641,22.95,26.6469,35.1568,209.4,1997.3,8.076,2312.0,0.07,0.02,1.27,69.43
75678,274.0,2.0,7.0,44.6,24.657,23.615,24.6666,35.2252,220.9,2007.8,8.059,2319.0,0.05,0.02,1.21,71.09
75680,274.0,2.0,7.0,75.7,23.1512,24.105,23.1667,35.2832,219.4,2023.7,8.047,2321.0,0.06,0.03,1.6,67.37
75683,274.0,2.0,7.0,99.3,22.109,24.403,22.1287,35.2842,211.8,2037.3,8.023,2322.0,0.08,0.03,1.52,65.22
75691,274.0,2.0,7.0,199.9,18.2875,25.137,18.3223,34.9166,196.8,2061.6,7.935,2296.0,0.26,3.07,3.14,51.76
75879,275.0,2.0,2.0,2006.7,1.9513,27.674,2.0897,34.6232,90.0,2354.1,7.48,2416.0,2.81,39.54,151.5,36.08
75884,275.0,2.0,2.0,3004.5,1.3545,27.752,1.5732,34.6657,122.3,2344.2,7.54,2425.0,2.64,37.57,160.07,36.93
75892,275.0,2.0,2.0,4496.0,1.117,27.786,1.4912,34.6865,151.1,2323.2,7.586,2422.0,2.51,35.86,151.41,37.35
75904,275.0,2.0,3.0,255.2,11.7199,25.962,11.7526,34.1245,198.9,2093.8,7.779,2254.0,0.89,12.13,11.9,44.56
75906,275.0,2.0,3.0,355.5,9.2071,26.369,9.2463,34.086,187.1,2136.0,7.695,2265.0,1.32,19.18,24.41,42.71
75909,275.0,2.0,3.0,511.9,6.1439,26.785,6.189,34.0522,82.4,2252.0,7.425,2295.0,2.48,34.4,61.88,41.34
75911,275.0,2.0,3.0,578.8,5.6579,26.962,5.7072,34.1992,43.8,2290.4,7.364,2315.0,2.8,38.41,75.16,41.24
75914,275.0,2.0,3.0,763.9,4.6069,27.227,4.6671,34.379,31.9,2325.4,7.36,2347.0,3.0,41.31,96.71,35.47
75918,275.0,2.0,3.0,1022.0,3.8508,27.408,3.9277,34.5059,44.9,2339.1,7.399,2368.0,3.01,41.4,111.01,35.56
75958,275.0,2.0,6.0,25.5,27.0768,22.938,27.0826,35.3256,219.3,2002.1,8.079,2332.0,0.05,0.03,1.06,68.44
75960,275.0,2.0,6.0,46.2,24.0422,23.925,24.0519,35.391,226.8,2016.4,8.06,2334.0,0.02,0.04,1.35,68.15
75962,275.0,2.0,6.0,75.3,21.6508,24.565,21.6655,35.3289,222.8,2030.9,8.03,2323.0,0.03,0.02,1.56,64.93
75965,275.0,2.0,6.0,100.2,20.9071,24.723,20.9262,35.2672,218.8,2037.3,8.014,2319.0,0.06,0.04,1.72,63.18
75970,275.0,2.0,6.0,149.4,17.8406,25.12,17.866,34.7507,193.9,2065.5,7.913,2290.0,0.32,3.47,3.49,50.79
75973,275.0,2.0,6.0,199.7,15.0038,25.535,15.034,34.4345,198.5,2068.3,7.861,2269.0,0.51,5.35,7.02,47.78
76168,277.0,2.0,2.0,2001.2,1.9304,27.673,2.068,34.6207,90.9,2354.8,7.473,2413.0,2.82,39.2,153.15,37.06
76173,277.0,2.0,2.0,3001.2,1.3309,27.755,1.5488,34.6673,124.5,2343.4,7.535,2423.0,2.65,37.26,160.0,35.36
76181,277.0,2.0,2.0,4503.1,1.1154,27.785,1.4904,34.6862,151.9,2323.4,7.578,2419.0,2.52,35.75,150.86,35.95
76192,277.0,2.0,3.0,277.9,11.6785,26.014,11.714,34.1812,202.7,2093.4,7.779,2258.0,0.89,12.52,12.64,43.49
76194,277.0,2.0,3.0,390.6,8.6964,26.428,8.738,34.0583,164.7,2158.9,7.63,2265.0,1.62,22.38,29.65,44.17
76197,277.0,2.0,3.0,500.9,6.6278,26.71,6.6737,34.0367,100.4,2229.9,7.466,2281.0,2.33,31.79,53.71,43.0
76200,277.0,2.0,3.0,597.4,5.6568,26.947,5.7078,34.1796,46.0,2288.3,7.363,2308.0,2.86,37.97,75.11,38.8
76203,277.0,2.0,3.0,721.3,4.679,27.18,4.736,34.33,35.7,2320.7,7.358,2336.0,3.01,40.36,96.09,39.08
76251,277.0,2.0,6.0,25.1,26.0444,23.244,26.0501,35.298,204.3,1998.1,8.076,2326.0,0.04,0.02,1.0,73.72
76253,277.0,2.0,6.0,45.0,25.9928,23.276,26.0029,35.3185,204.7,1999.4,8.075,2328.0,0.03,0.01,0.99,72.74
76255,277.0,2.0,6.0,75.1,23.3283,24.068,23.3438,35.3022,219.5,2021.4,8.037,2328.0,0.04,0.03,1.43,66.79
76263,277.0,2.0,6.0,149.6,19.2842,24.988,19.3112,35.0521,201.5,2053.2,7.952,2305.0,0.19,1.68,2.42,54.98
76266,277.0,2.0,6.0,200.5,15.8445,25.446,15.8759,34.5616,202.5,2060.7,7.883,2275.0,0.39,4.78,4.89,48.75
76438,278.0,2.0,1.0,4501.4,1.1172,27.786,1.4921,34.6867,151.7,2324.5,7.582,2423.0,2.5,35.75,150.72,36.88
76448,278.0,2.0,2.0,240.1,12.8832,25.835,12.9159,34.2496,205.4,2080.2,7.82,2259.0,0.69,9.78,11.09,49.44
76451,278.0,2.0,2.0,368.7,8.9412,26.388,8.9811,34.0551,176.9,2144.6,7.669,2264.0,1.44,20.16,26.11,44.96
76453,278.0,2.0,2.0,479.1,6.6182,26.722,6.6621,34.0502,93.8,2238.3,7.451,2284.0,2.37,32.93,55.13,43.88
76456,278.0,2.0,2.0,630.1,4.9749,27.062,5.0255,34.2226,35.1,2310.5,7.339,2323.0,2.94,40.48,89.07,41.53
76464,278.0,2.0,2.0,1021.1,3.7086,27.414,3.7843,34.4946,50.8,2338.7,7.402,2370.0,2.98,41.43,114.67,39.08
76511,278.0,2.0,5.0,4.8,25.8922,23.218,25.8933,35.2004,206.1,1994.4,8.084,2320.0,0.04,0.03,1.04,72.94
76514,278.0,2.0,5.0,24.8,25.8922,23.218,25.8977,35.2001,205.5,1994.6,8.087,2318.0,0.04,0.04,1.03,70.6
76516,278.0,2.0,5.0,44.2,25.8904,23.218,25.9002,35.1996,205.7,1995.0,8.094,2317.0,0.04,0.03,1.12,73.04
76521,278.0,2.0,5.0,100.7,22.4165,24.318,22.4367,35.2861,213.6,2033.0,8.029,2325.0,0.05,0.05,1.82,63.76
76526,278.0,2.0,5.0,150.0,19.1826,24.999,19.2095,35.0315,206.7,2051.8,7.963,2304.0,0.18,1.56,2.54,55.57
76529,278.0,2.0,5.0,200.4,15.758,25.479,15.7893,34.58,205.5,2059.8,7.898,2273.0,0.36,4.5,4.74,49.43
76708,279.0,2.0,2.0,2001.2,2.01,27.662,2.1487,34.615,86.0,2355.6,7.468,2415.0,2.82,39.78,151.52,35.85
76713,279.0,2.0,2.0,3000.5,1.3425,27.754,1.5607,34.6665,122.8,2343.9,7.537,2427.0,2.66,37.43,159.46,34.68
76721,279.0,2.0,2.0,4500.7,1.1172,27.785,1.492,34.686,151.8,2323.3,7.581,2421.0,2.51,35.82,150.22,36.99
76733,279.0,2.0,3.0,340.4,10.7756,26.152,10.817,34.1485,198.5,2107.0,7.754,2259.0,1.05,14.76,16.15,43.68
76736,279.0,2.0,3.0,492.9,6.8642,26.685,6.9103,34.0448,104.9,2221.8,7.488,2282.0,2.05,30.67,50.35,41.34
76739,279.0,2.0,3.0,619.9,5.0246,27.01,5.0745,34.164,38.0,2303.3,7.333,2317.0,2.94,39.91,85.13,39.48
76742,279.0,2.0,3.0,728.8,4.6651,27.173,4.7226,34.3188,32.9,2321.4,7.349,2340.0,3.02,41.17,95.31,37.72
76747,279.0,2.0,3.0,1020.6,3.8129,27.403,3.8894,34.4939,33.7,2337.5,7.398,2373.0,3.01,41.39,111.98,36.64
76784,279.0,2.0,6.0,4.9,25.6886,23.144,25.6897,35.0183,204.3,1982.9,8.085,2307.0,0.06,0.03,1.07,72.37
76787,279.0,2.0,6.0,24.9,25.6888,23.144,25.6943,35.0179,204.3,1982.7,8.086,2305.0,0.06,0.04,1.05,71.98
76789,279.0,2.0,6.0,44.8,25.5834,23.185,25.5933,35.0291,204.4,1984.7,8.088,2305.0,0.06,0.06,1.06,70.22
76794,279.0,2.0,6.0,100.5,24.1863,23.751,24.2077,35.2181,207.7,2014.6,8.051,2330.0,0.07,0.04,1.32,68.45
76799,279.0,2.0,6.0,149.8,20.5434,24.756,20.5717,35.1822,201.2,2051.7,7.978,2315.0,0.15,0.97,1.97,59.86
76969,280.0,2.0,2.0,2000.9,2.1019,27.654,2.242,34.613,85.0,2356.8,7.468,2412.0,2.84,40.32,148.64,35.69
76974,280.0,2.0,2.0,3000.8,1.3766,27.749,1.5956,34.664,121.4,2346.6,7.534,2424.0,2.65,38.0,159.37,37.35
76982,280.0,2.0,2.0,4500.6,1.1161,27.785,1.4908,34.6854,151.1,2325.2,7.582,2420.0,2.5,36.14,150.44,37.54
76992,280.0,2.0,3.0,271.5,12.9395,25.816,12.9766,34.2401,197.0,2085.9,7.809,2259.0,0.73,10.16,9.43,46.71
76998,280.0,2.0,3.0,510.3,6.7064,26.752,6.7536,34.1032,81.2,2244.0,7.446,2289.0,2.4,33.16,55.67,42.71
77000,280.0,2.0,3.0,624.4,5.553,26.959,5.6059,34.1786,45.6,2291.0,7.363,2311.0,2.81,38.72,76.12,40.85
77003,280.0,2.0,3.0,766.6,4.7987,27.166,4.8603,34.3289,32.8,2320.1,7.353,2338.0,3.01,41.41,92.6,39.77
77008,280.0,2.0,3.0,1020.6,3.9652,27.376,4.0429,34.4797,45.1,2336.4,7.393,2365.0,3.02,41.73,109.02,39.08
77267,281.0,2.0,2.0,2001.3,2.0466,27.659,2.1859,34.6139,86.7,2356.0,7.47,2414.0,2.85,40.07,149.53,36.89
77272,281.0,2.0,2.0,3000.1,1.3444,27.754,1.5625,34.6667,122.6,2345.2,7.538,2427.0,2.65,37.63,160.85,36.63
77280,281.0,2.0,2.0,4503.3,1.1161,27.786,1.4912,34.687,150.7,2324.3,7.584,2420.0,2.51,35.84,150.95,37.48
77291,281.0,2.0,3.0,336.5,9.884,26.26,9.9227,34.0888,165.8,2142.5,7.668,2262.0,1.43,19.16,23.37,45.05
77294,281.0,2.0,3.0,480.5,7.4248,26.711,7.4718,34.1767,77.4,2241.7,7.447,2294.0,2.4,32.24,51.45,42.8
77297,281.0,2.0,3.0,608.4,5.8782,26.942,5.9312,34.2078,43.8,2287.1,7.367,2311.0,2.79,38.05,72.0,39.77
77300,281.0,2.0,3.0,752.5,4.9019,27.175,4.9629,34.3554,35.3,2316.3,7.367,2344.0,2.97,40.86,92.55,39.87
77306,281.0,2.0,3.0,1020.4,3.9743,27.385,4.0521,34.492,47.1,2334.6,7.4,2368.0,3.0,41.61,109.25,37.32
77548,282.0,2.0,2.0,2001.4,2.0615,27.657,2.201,34.6129,85.2,2358.0,7.467,2414.0,2.88,40.32,149.78,36.73
77553,282.0,2.0,2.0,3000.3,1.3658,27.751,1.5844,34.6645,121.7,2347.3,7.533,2426.0,2.68,38.01,160.28,35.82
77561,282.0,2.0,2.0,4501.7,1.1154,27.786,1.4903,34.6866,152.8,2325.2,7.584,2421.0,2.54,35.99,150.6,37.28
77574,282.0,2.0,3.0,356.6,9.8041,26.276,9.8449,34.0925,180.5,2136.2,7.687,2263.0,1.34,18.6,22.34,45.44
77578,282.0,2.0,3.0,505.5,6.9035,26.777,6.9511,34.1692,66.1,2255.7,7.418,2289.0,2.53,34.27,58.48,42.9
77580,282.0,2.0,3.0,605.7,5.8475,26.951,5.9001,34.2149,44.8,2287.3,7.372,2313.0,2.79,38.11,72.86,42.51
77583,282.0,2.0,3.0,758.0,4.8251,27.153,4.8861,34.3164,33.4,2318.5,7.352,2339.0,2.99,41.2,99.08,41.14
77784,283.0,2.0,2.0,3001.2,1.3564,27.753,1.5749,34.6661,121.8,2345.9,7.535,2426.0,2.65,37.82,160.74,36.24
77792,283.0,2.0,2.0,4500.4,1.1177,27.785,1.4925,34.6865,151.6,2324.8,7.583,2424.0,2.5,35.85,150.76,37.15
77805,283.0,2.0,3.0,335.1,12.894,25.87,12.9399,34.2982,203.4,2079.9,7.827,2261.0,0.69,9.79,9.9,47.39
77808,283.0,2.0,3.0,513.1,7.1137,26.641,7.1628,34.0331,132.3,2204.2,7.538,2279.0,2.01,28.43,47.19,42.42
77810,283.0,2.0,3.0,586.7,5.8908,26.847,5.9418,34.0897,70.6,2265.0,7.403,2300.0,2.59,35.88,68.06,40.46
77813,283.0,2.0,3.0,763.2,4.9556,27.148,5.0178,34.3281,36.2,2313.9,7.363,2340.0,2.95,40.45,90.03,37.42
77818,283.0,2.0,3.0,1019.1,4.0445,27.363,4.1226,34.4738,42.5,2335.3,7.389,2366.0,3.02,41.6,107.67,36.64
78275,284.0,2.0,12.0,187.2,20.3481,24.792,20.3832,35.1605,202.0,2049.4,7.981,2322.0,0.15,1.41,2.23,56.64
78280,284.0,2.0,12.0,446.0,8.7536,26.431,8.8015,34.0735,171.5,2156.2,7.654,2275.0,1.54,21.89,30.39,43.88
78283,284.0,2.0,12.0,572.9,5.7523,26.852,5.8014,34.0745,67.5,2267.2,7.397,2306.0,2.63,36.3,68.67,40.26
78286,284.0,2.0,12.0,746.5,4.6237,27.161,4.6825,34.2979,30.1,2324.4,7.341,2347.0,3.03,41.51,96.73,37.72
78293,284.0,2.0,12.0,1020.6,3.8534,27.39,3.9302,34.4833,46.3,2337.8,7.4,2377.0,3.02,41.52,111.87,35.95
78322,285.0,2.0,2.0,1999.8,2.015,27.663,2.1537,34.6167,89.3,2354.6,7.472,2411.0,2.83,40.01,149.73,35.33
78327,285.0,2.0,2.0,3001.6,1.3534,27.754,1.5719,34.6673,122.7,2345.8,7.536,2428.0,2.65,37.85,160.73,35.85
78335,285.0,2.0,2.0,4501.8,1.117,27.786,1.492,34.6875,152.1,2324.8,7.583,2419.0,2.51,35.87,151.35,36.57
78347,285.0,2.0,3.0,353.1,11.6427,26.042,11.6879,34.2089,198.7,2101.8,7.775,2264.0,0.94,13.33,13.89,45.64
78350,285.0,2.0,3.0,505.2,7.4099,26.619,7.4593,34.0576,116.3,2209.6,7.516,2279.0,2.1,29.2,45.27,43.29
78353,285.0,2.0,3.0,604.6,5.8094,26.856,5.8616,34.0887,66.0,2267.8,7.392,2300.0,2.65,36.61,68.85,41.63
78356,285.0,2.0,3.0,751.8,5.0907,27.102,5.1526,34.2898,36.0,2309.5,7.357,2333.0,2.96,40.53,86.86,37.62
78610,286.0,2.0,1.0,3000.9,1.3339,27.756,1.5519,34.6683,124.8,2343.2,7.54,2426.0,2.66,37.93,158.42,36.01
78618,286.0,2.0,1.0,4501.5,1.1054,27.788,1.48,34.6888,153.8,2322.7,7.574,2423.0,2.51,36.1,148.83,36.4
78629,286.0,2.0,2.0,234.6,14.9993,25.555,15.0348,34.4584,207.4,2064.2,7.876,2270.0,0.44,5.53,5.29,49.63
78631,286.0,2.0,2.0,363.4,10.4542,26.16,10.4975,34.0854,196.1,2114.4,7.733,2254.0,1.12,15.62,16.54,43.49
78635,286.0,2.0,2.0,510.5,6.5065,26.726,6.5529,34.0364,96.2,2234.4,7.457,2287.0,2.31,32.83,55.45,41.44
78637,286.0,2.0,2.0,609.6,5.3288,26.955,5.3793,34.1398,49.4,2286.7,7.362,2311.0,2.77,38.72,78.16,39.87
78639,286.0,2.0,2.0,750.5,4.5901,27.175,4.649,34.3112,31.1,2323.3,7.345,2341.0,2.99,41.62,96.78,37.23
78644,286.0,2.0,2.0,1023.5,3.8338,27.393,3.9107,34.4843,45.8,2335.7,7.396,2372.0,3.0,41.94,111.49,37.81
78895,287.0,2.0,2.0,1998.1,2.0366,27.662,2.1755,34.6167,87.8,2357.0,7.471,2413.0,2.84,40.03,148.69,35.79
78897,287.0,2.0,2.0,2998.2,1.3664,27.752,1.5849,34.6659,121.2,2347.9,7.533,2428.0,2.67,37.96,159.54,36.76
78901,287.0,2.0,2.0,4497.3,1.1177,27.786,1.4922,34.6874,152.0,2325.2,7.586,2424.0,2.51,35.94,149.42,37.02
78914,287.0,2.0,3.0,363.1,10.5609,26.167,10.6045,34.1191,197.8,2115.6,7.734,2257.0,1.11,15.83,16.39,45.05
78917,287.0,2.0,3.0,492.7,7.2139,26.638,7.2613,34.0464,106.9,2220.3,7.487,2273.0,2.19,30.63,46.27,43.69
78920,287.0,2.0,3.0,608.2,5.4292,26.941,5.48,34.1368,43.6,2288.2,7.346,2305.0,2.84,39.25,76.47,41.04
78922,287.0,2.0,3.0,749.2,4.725,27.157,4.7846,34.3075,28.3,2322.5,7.343,2338.0,3.0,41.46,93.12,38.69
78926,287.0,2.0,3.0,1020.0,3.9839,27.382,4.0617,34.4904,46.1,2335.2,7.399,2368.0,3.0,41.66,107.95,37.52
79127,288.0,2.0,1.0,1996.4,1.9141,27.677,2.051,34.6242,92.1,2354.3,7.481,2414.0,2.79,39.19,150.77,34.52
79132,288.0,2.0,1.0,3000.0,1.3451,27.755,1.5633,34.668,123.8,2344.8,7.54,2426.0,2.64,37.36,157.68,34.78
